Intro to Agr & Applied Econ,ALS,108,215,1,93,3.145,"[16.1, 26.9, 33.3, 17.2, 6.5, None, None, None, None, None, None, None, None, None, None]"
Climate Change Econ & Policy,ALS,108,246,1,53,3.236,"[18.9, 39.6, 20.8, 15.1, 3.8, 1.9, None, None, None, None, None, None, None, None, None]"
The Real Estate Process,ALS,108,306,1,7,3.571,"[57.1, 14.3, 14.3, 14.3, None, None, None, None, None, None, None, None, None, None, None]"
The Internatl Ag Economy,ALS,108,319,1,13,3.692,"[69.2, 7.7, 15.4, 7.7, None, None, None, None, None, None, None, None, None, None, None]"
Farming Systems Management,ALS,108,320,1,66,3.177,"[31.8, 28.8, 13.6, 9.1, 9.1, 3.0, 3.0, None, None, None, None, None, None, None, 1.5]"
Cooperatives,ALS,108,323,1,13,3.625,"[38.5, 38.5, 15.4, None, None, None, None, None, None, None, None, None, None, None, 7.7]"
Environmental Economics,ALS,108,343,1,24,2.892,"[25.0, 16.7, 16.7, 20.8, 12.5, 4.2, 4.2, None, None, None, None, None, None, None, None]"
Growth&Develpmt Global Econ,ALS,108,374,1,30,3.3,"[30.0, 33.3, 23.3, 6.7, 3.3, None, 3.3, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,375,3,25,3.591,"[56.0, 16.0, 8.0, None, 4.0, 4.0, None, 8.0, None, None, None, None, 4.0, None, None]"
Coord Intrnshp/Cooprtv Educ,ALS,108,399,101,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Agricultural Finance,ALS,108,419,1,49,2.99,"[24.5, 16.3, 28.6, 14.3, 8.2, 6.1, 2.0, None, None, None, None, None, None, None, None]"
Economic Decision Analysis,ALS,108,421,1,38,3.461,"[28.9, 55.3, 2.6, 5.3, 7.9, None, None, None, None, None, None, None, None, None, None]"
Agri & Econ Development-Africa,ALS,108,477,1,27,3.593,"[40.7, 40.7, 14.8, 3.7, None, None, None, None, None, None, None, None, None, None, None]"
Quant Mthds-Ag & Appl Econ,ALS,108,526,1,7,3.714,"[42.9, 57.1, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Intellectual Property Rights,ALS,108,540,1,8,3.714,"[50.0, 25.0, 12.5, None, None, None, None, None, 12.5, None, None, None, None, None, None]"
