Intro to Ag & Applied Econ,ALS,108,215,1,47,3.128,"[27.7, 17.0, 25.5, 17.0, 10.6, 2.1, None, None, None, None, None, None, None, None, None]"
Climate Change Econ & Policy,ALS,108,246,1,77,3.125,"[20.8, 26.0, 24.7, 14.3, 11.7, 1.3, None, 1.3, None, None, None, None, None, None, None]"
Climate Change Econ & Policy,ALS,108,299,79,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Climate Change Econ & Policy,ALS,108,299,97,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
The Real Estate Process,ALS,108,306,1,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Farming Systems Management,ALS,108,320,1,56,2.955,"[14.3, 28.6, 32.1, 8.9, 5.4, 8.9, 1.8, None, None, None, None, None, None, None, None]"
Cooperatives,ALS,108,323,1,8,3.375,"[62.5, 25.0, None, None, None, None, 12.5, None, None, None, None, None, None, None, None]"
Issues in Food Systems,ALS,108,340,1,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Environmental Economics,ALS,108,343,1,20,3.134,"[35.0, 10.0, 20.0, 10.0, 15.0, 5.0, None, None, None, None, None, None, None, None, 5.0]"
"Energy, Resources & Economics",ALS,108,371,1,8,3.563,"[50.0, 12.5, 37.5, None, None, None, None, None, None, None, None, None, None, None, None]"
"Globalizatn, Poverty&Develpmnt",ALS,108,373,1,14,3.769,"[57.1, 28.6, 7.1, None, None, None, None, None, None, None, None, None, 7.1, None, None]"
"Globalizatn, Poverty&Develpmnt",ALS,108,375,2,29,3.638,"[65.5, 24.1, 3.4, None, 3.4, None, 3.4, None, None, None, None, None, None, None, None]"
"Globalizatn, Poverty&Develpmnt",ALS,108,375,3,13,3.962,"[92.3, 7.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Economic Decision Analysis,ALS,108,421,1,29,3.286,"[31.0, 37.9, 10.3, 3.4, 10.3, None, 3.4, None, None, None, None, None, 3.4, None, None]"
Econ Grwth&Devlpmnt-SE Asia,ALS,108,473,1,16,3.063,"[43.8, 18.8, 6.3, 6.3, 12.5, 6.3, 6.3, None, None, None, None, None, None, None, None]"
Agri & Econ Development-Africa,ALS,108,477,1,18,3.611,"[44.4, 33.3, 22.2, None, None, None, None, None, None, None, None, None, None, None, None]"
Quant Mthds-Ag & Appl Econ,ALS,108,526,1,9,4,"[77.8, None, None, None, None, None, None, 11.1, None, None, None, None, 11.1, None, None]"
Intellectual Property Rights,ALS,108,540,1,7,3.643,"[42.9, 42.9, 14.3, None, None, None, None, None, None, None, None, None, None, None, None]"
Applied Microeconomic Thry,ALS,108,635,1,18,3.472,"[27.8, 38.9, 33.3, None, None, None, None, None, None, None, None, None, None, None, None]"
Applied Econometric Anal I,ALS,108,636,1,38,3.743,"[63.2, 21.1, 10.5, 2.6, None, None, None, 2.6, None, None, None, None, None, None, None]"
Applied Econometric Anal I,ALS,108,699,55,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Applied Econometric Anal I,ALS,108,699,97,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Applied Econometric Anal I,ALS,108,699,102,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Professional Development Sem,ALS,108,723,1,7,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Pract for Applied Economists,ALS,108,724,1,7,3.5,"[None, 14.3, None, None, None, None, None, None, None, None, None, None, 85.7, None, None]"
Development Economics 2,ALS,108,731,1,6,3.5,"[None, 50.0, None, None, None, None, None, None, None, None, None, None, 50.0, None, None]"
Microecon Resources & Energy,ALS,108,771,1,9,3.056,"[None, 33.3, 44.4, 22.2, None, None, None, None, None, None, None, None, None, None, None]"
Sem Res/Energy Demand Analysis,ALS,108,773,1,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Survey & Sample Design,ALS,108,777,1,14,3.571,"[42.9, 35.7, 14.3, 7.1, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,875,1,6,3.417,"[16.7, 50.0, 33.3, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,990,55,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,990,59,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,990,73,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,990,80,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,990,82,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,990,88,7,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
Special Topics,ALS,108,990,89,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,990,90,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,990,93,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,95,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,96,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,97,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,98,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,105,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Research and Thesis,ALS,108,999,59,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Research and Thesis,ALS,108,999,74,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
BIOLOGICAL SYSTEMS ENGINEE,ALS,112,1,5,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
BIOLOGICAL SYSTEMS ENGINEE,ALS,112,1,10,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
BIOLOGICAL SYSTEMS ENGINEE,ALS,112,1,30,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
BIOLOGICAL SYSTEMS ENGINEE,ALS,112,1,33,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Land Surveying Fundamentals,ALS,112,201,1,34,3.221,"[23.5, 41.2, 8.8, 8.8, 17.6, None, None, None, None, None, None, None, None, None, None]"
Engr Principles-Biol Systms,ALS,112,249,1,69,3.094,"[21.7, 11.6, 47.8, 7.2, 8.7, 2.9, None, None, None, None, None, None, None, None, None]"
Intro to Computer Aided Design,ALS,112,270,1,47,3.587,"[51.1, 25.5, 12.8, 4.3, 4.3, None, None, None, None, None, None, None, None, None, 2.1]"
