Cooperative Educ- A A E,ALS,108,1,61,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro to Agr & Applied Econ,ALS,108,215,1,120,3.25,"[31.7, 20.8, 26.7, 10.0, 5.8, 3.3, None, None, None, None, None, None, None, 0.8, None]"
Environment&Global Economy,ALS,108,244,1,67,3.28,"[37.3, 19.4, 16.4, 14.9, 9.0, 1.5, None, None, None, None, None, None, None, None, 1.5]"
Environment&Global Economy,ALS,108,299,73,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Environment&Global Economy,ALS,108,299,97,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
The Real Estate Process,ALS,108,306,1,20,3.158,"[15.0, 20.0, 50.0, None, 10.0, None, None, None, None, None, None, None, 5.0, None, None]"
Commodity Markets,ALS,108,322,1,67,3.276,"[43.3, 17.9, 11.9, 10.4, 13.4, 3.0, None, None, None, None, None, None, None, None, None]"
Environmental Economics,ALS,108,343,1,23,3.017,"[17.4, 34.8, 13.0, 13.0, 17.4, 4.3, None, None, None, None, None, None, None, None, None]"
World Hunger & Malnutrition,ALS,108,350,1,122,3.471,"[41.0, 30.3, 18.0, 2.5, 6.6, 0.8, None, 0.8, None, None, None, None, None, None, None]"
"Globalizatn, Poverty&Develpmnt",ALS,108,373,1,24,3.25,"[12.5, 33.3, 45.8, 8.3, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,375,1,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Coord Intrnshp/Cooprtv Educ,ALS,108,399,86,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Economic Decision Analysis,ALS,108,421,1,44,2.558,"[9.1, 4.5, 29.5, 27.3, 13.6, 13.6, None, 2.3, None, None, None, None, None, None, None]"
Econ Probs-Developing Areas,ALS,108,474,1,18,3.389,"[38.9, 22.2, 22.2, 11.1, 5.6, None, None, None, None, None, None, None, None, None, None]"
Senior Capstone Experience,ALS,108,500,1,57,3.035,"[24.6, 14.0, 29.8, 7.0, 24.6, None, None, None, None, None, None, None, None, None, None]"
Community Economic Analysis,ALS,108,520,1,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Applied Econometric Anal II,ALS,108,637,1,16,3.583,"[12.5, 18.8, 6.3, None, None, None, None, 12.5, None, None, None, None, 50.0, None, None]"
Fndtns Agricultural Economics,ALS,108,641,1,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Fndtns Development Economics,ALS,108,642,1,14,3.679,"[50.0, 35.7, 14.3, None, None, None, None, None, None, None, None, None, None, None, None]"
Fndtns Environ/Resource Econ,ALS,108,643,1,13,3.708,"[53.8, 23.1, 15.4, None, None, None, None, None, None, None, None, None, 7.7, None, None]"
Energy Economics,ALS,108,671,1,8,3.929,"[75.0, 12.5, None, None, None, None, None, 12.5, None, None, None, None, None, None, None]"
Senior Thesis,ALS,108,692,80,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Senior Thesis,ALS,108,699,61,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Senior Thesis,ALS,108,699,80,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Senior Thesis,ALS,108,699,92,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Senior Thesis,ALS,108,699,97,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Senior Thesis,ALS,108,699,98,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Development Economics 1,ALS,108,730,1,7,3.583,"[28.6, 42.9, 14.3, None, None, None, None, None, None, None, None, None, 14.3, None, None]"
Envir & Resource Econ 1,ALS,108,760,1,6,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Research Colloquium,ALS,108,780,1,9,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Pract:Ag&Appl Econ Teaching,ALS,108,799,85,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,835,1,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,73,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,74,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,79,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,80,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,82,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,83,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,86,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,88,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,89,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,90,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,92,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,93,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,95,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,96,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,97,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,98,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Research and Thesis,ALS,108,999,82,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Research and Thesis,ALS,108,999,83,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
BIOLOGICAL SYSTEMS ENGINE,ALS,112,1,10,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
BIOLOGICAL SYSTEMS ENGINE,ALS,112,1,14,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
BIOLOGICAL SYSTEMS ENGINE,ALS,112,1,18,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
BIOLOGICAL SYSTEMS ENGINE,ALS,112,1,21,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
BIOLOGICAL SYSTEMS ENGINE,ALS,112,1,30,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Operatng&Mgmt Off-Road Vehicle,ALS,112,243,1,15,3.6,"[53.3, 20.0, 20.0, 6.7, None, None, None, None, None, None, None, None, None, None, None]"
Biol Sys Engr Dsgn Practicum I,ALS,112,309,1,52,3.538,"[59.6, 23.1, 5.8, 3.8, 1.9, 3.8, 1.9, None, None, None, None, None, None, None, None]"
Quant Technqs-Biological Systm,ALS,112,349,1,52,2.587,"[3.8, 11.5, 32.7, 25.0, 19.2, 3.8, 3.8, None, None, None, None, None, None, None, None]"
Sustainabl Residntl Constructn,ALS,112,356,1,23,3.5,"[47.8, 21.7, 13.0, 17.4, None, None, None, None, None, None, None, None, None, None, None]"
Measrmt&Instrumntn-Biol Sys,ALS,112,365,1,60,3.175,"[16.7, 35.0, 31.7, 10.0, 3.3, 1.7, 1.7, None, None, None, None, None, None, None, None]"
Renewable Energy Systems,ALS,112,367,1,71,3.167,"[19.7, 39.4, 19.7, 7.0, 5.6, 2.8, 2.8, None, None, None, None, None, 2.8, None, None]"
Renewable Energy Systems,ALS,112,375,1,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Renewable Energy Systems,ALS,112,375,2,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Coord Intrnshp/Cooprtv Educ,ALS,112,399,10,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Rheology of Foods&Biomaterials,ALS,112,441,1,18,2.75,"[11.1, 11.1, 27.8, 22.2, 11.1, None, 5.6, 5.6, None, None, None, None, 5.6, None, None]"
Food&Bioprocessing Operations,ALS,112,461,1,20,3.55,"[45.0, 25.0, 25.0, 5.0, None, None, None, None, None, None, None, None, None, None, None]"
Sedmnt & Bio-Nutr Engr&Mgmt,ALS,112,472,1,9,2.944,"[22.2, 33.3, None, 22.2, 11.1, 11.1, None, None, None, None, None, None, None, None, None]"
Engr Princpl Off-Road Vehicles,ALS,112,476,1,18,2.806,"[5.6, 5.6, 61.1, 11.1, 11.1, 5.6, None, None, None, None, None, None, None, None, None]"
Engr Princpl Off-Road Vehicles,ALS,112,699,10,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Engr Princpl Off-Road Vehicles,ALS,112,699,14,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Engr Princpl Off-Road Vehicles,ALS,112,699,18,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Engr Princpl Off-Road Vehicles,ALS,112,699,30,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Engr Princpl Off-Road Vehicles,ALS,112,699,33,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Problems,ALS,112,799,36,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Problems,ALS,112,799,38,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Problems,ALS,112,799,39,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,112,875,9,7,3.795,"[57.1, 42.9, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Graduate Research Seminar,ALS,112,901,1,13,3.846,"[76.9, 15.4, 7.7, None, None, None, None, None, None, None, None, None, None, None, None]"
Graduate Research Seminar,ALS,112,990,3,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Graduate Research Seminar,ALS,112,990,10,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Graduate Research Seminar,ALS,112,990,14,7,,"[None, None, None, None, None, None, None, 28.6, None, None, None, 71.4, None, None, None]"
Graduate Research Seminar,ALS,112,990,18,6,,"[None, None, None, None, None, None, None, 16.7, None, None, None, 83.3, None, None, None]"
Graduate Research Seminar,ALS,112,990,21,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Graduate Research Seminar,ALS,112,990,30,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Graduate Research Seminar,ALS,112,990,31,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Graduate Research Seminar,ALS,112,990,33,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Graduate Research Seminar,ALS,112,990,35,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
