Intro to Ag & Applied Econ,ALS,108,215,1,63,3.508,"[38.1, 34.9, 11.1, 7.9, 3.2, None, None, 1.6, 3.2, None, None, None, None, None, None]"
Environment&Global Economy,ALS,108,244,1,35,3.956,"[91.4, 2.9, 2.9, None, None, None, None, None, 2.9, None, None, None, None, None, None]"
The Real Estate Process,ALS,108,306,1,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Commodity Markets,ALS,108,322,1,46,3.284,"[23.9, 15.2, 26.1, 13.0, 2.2, None, None, 15.2, 4.3, None, None, None, None, None, None]"
Intro to Data Analysis,ALS,108,335,1,44,3.881,"[77.3, 13.6, 4.5, None, None, None, None, 2.3, 2.3, None, None, None, None, None, None]"
Environmental Economics,ALS,108,343,1,18,3.721,"[55.6, 16.7, 16.7, None, None, None, None, 5.6, None, None, None, None, 5.6, None, None]"
World Hunger & Malnutrition,ALS,108,350,1,92,3.678,"[55.4, 28.3, 9.8, 2.2, 2.2, None, None, 1.1, None, None, None, None, 1.1, None, None]"
Growth&Develpmt Global Econ,ALS,108,374,1,9,3.75,"[44.4, 44.4, None, None, None, None, None, 11.1, None, None, None, None, None, None, None]"
Growth&Develpmt Global Econ,ALS,108,399,97,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Growth&Develpmt Global Econ,ALS,108,399,101,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Agricultural Finance,ALS,108,419,1,40,3.235,"[27.5, 27.5, 15.0, 7.5, None, 5.0, 2.5, 10.0, 5.0, None, None, None, None, None, None]"
Econ Probs-Developing Areas,ALS,108,474,1,19,3.947,"[94.7, None, 5.3, None, None, None, None, None, None, None, None, None, None, None, None]"
Senior Capstone Experience,ALS,108,500,1,42,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Community Economic Analysis,ALS,108,520,1,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Applied Econometric Anal II,ALS,108,637,1,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Fndtns Development Economics,ALS,108,642,1,6,3.917,"[83.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Fndtns Environ/Resource Econ,ALS,108,643,1,8,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Energy Economics,ALS,108,671,1,8,3.643,"[50.0, 12.5, 25.0, None, None, None, None, None, 12.5, None, None, None, None, None, None]"
Energy Economics,ALS,108,699,55,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Energy Economics,ALS,108,699,80,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Energy Economics,ALS,108,699,82,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Energy Economics,ALS,108,699,107,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Applied Risk Analysis,ALS,108,706,1,25,3.667,"[32.0, 64.0, None, None, None, None, None, 4.0, None, None, None, None, None, None, None]"
Seminar Quant & Applied Econ,ALS,108,720,1,20,3.947,"[85.0, 10.0, None, None, None, None, None, 5.0, None, None, None, None, None, None, None]"
Prof Comm of Applied Econ Anly,ALS,108,721,1,23,3.548,"[34.8, 30.4, 26.1, None, None, None, None, 8.7, None, None, None, None, None, None, None]"
Development Economics 1,ALS,108,730,1,6,3.5,"[50.0, 16.7, 16.7, 16.7, None, None, None, None, None, None, None, None, None, None, None]"
Applied Econometric Analysis 3,ALS,108,737,1,12,3.5,"[25.0, 50.0, 25.0, None, None, None, None, None, None, None, None, None, None, None, None]"
Agricultural Economics 2,ALS,108,747,1,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Econometrics Res/Energy Demand,ALS,108,772,1,26,3.63,"[42.3, 26.9, 19.2, None, None, None, None, 11.5, None, None, None, None, None, None, None]"
Sem Res/Energy Demand Analysis,ALS,108,773,1,6,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Practicum Res/Energy Demand I,ALS,108,774,1,6,3.917,"[83.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Research Colloquium,ALS,108,780,1,7,3.917,"[71.4, 14.3, None, None, None, None, None, 14.3, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,835,1,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,55,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,59,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,73,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Game Theory&Political Analysis,ALS,108,990,80,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,82,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,86,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,88,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,89,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,90,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,93,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,95,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
AGRICULTURAL AND APPLIED E,ALS,108,990,96,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
