Intro to Agr & Applied Econ,ALS,108,215,1,69,3.052,"[43.5, 11.6, 5.8, 10.1, 15.9, 7.2, 2.9, None, None, None, None, None, 2.9, None, None]"
Environment&Global Economy,ALS,108,244,1,49,3.052,"[24.5, 14.3, 34.7, 4.1, 18.4, None, 2.0, None, None, None, None, None, None, None, 2.0]"
Independent Study,ALS,108,299,80,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Independent Study,ALS,108,306,1,6,2.75,"[None, 16.7, 33.3, 33.3, 16.7, None, None, None, None, None, None, None, None, None, None]"
Independent Study,ALS,108,306,2,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
The Internatl Ag Economy,ALS,108,319,1,19,3.053,"[26.3, 15.8, 31.6, 15.8, 5.3, None, 5.3, None, None, None, None, None, None, None, None]"
Commodity Markets,ALS,108,322,1,50,3,"[36.0, 16.0, 6.0, 20.0, 12.0, 8.0, 2.0, None, None, None, None, None, None, None, None]"
World Hunger & Malnutrition,ALS,108,350,1,97,3.318,"[34.0, 24.7, 19.6, 11.3, 9.3, None, None, None, None, None, None, None, None, None, 1.0]"
"Globalizatn, Poverty&Develpmnt",ALS,108,373,1,21,3.75,"[52.4, 23.8, 9.5, None, None, None, None, None, None, None, None, None, None, None, 14.3]"
Special Topics,ALS,108,375,1,27,3.739,"[59.3, 18.5, None, 3.7, 3.7, None, None, 14.8, None, None, None, None, None, None, None]"
Special Topics,ALS,108,399,93,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,399,97,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Latin Amer Economc Develpmt,ALS,108,462,1,17,3.559,"[64.7, 17.6, 11.8, None, None, None, 5.9, None, None, None, None, None, None, None, None]"
Econ Probs-Developing Areas,ALS,108,474,1,27,3.173,"[25.9, 22.2, 14.8, 25.9, 7.4, None, None, None, None, None, None, None, 3.7, None, None]"
Senior Capstone Experience,ALS,108,500,1,56,3.927,"[85.7, 10.7, 1.8, None, None, None, None, None, None, None, None, None, 1.8, None, None]"
Community Economic Analysis,ALS,108,520,1,9,3.944,"[88.9, 11.1, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Natural Resource Economics,ALS,108,531,1,14,3.286,"[35.7, 14.3, 35.7, None, 14.3, None, None, None, None, None, None, None, None, None, None]"
Applied Econometric Anal II,ALS,108,637,1,12,3.625,"[41.7, 41.7, 16.7, None, None, None, None, None, None, None, None, None, None, None, None]"
Fndtns Development Economics,ALS,108,642,1,13,3.731,"[46.2, 53.8, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Fndtns Environ/Resource Econ,ALS,108,643,1,25,3.04,"[40.0, 8.0, 8.0, 24.0, 12.0, 8.0, None, None, None, None, None, None, None, None, None]"
Decisn Meth-Nat Resrc Mangr,ALS,108,652,1,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Energy Economics,ALS,108,671,1,24,3.688,"[58.3, 29.2, 4.2, 8.3, None, None, None, None, None, None, None, None, None, None, None]"
Energy Economics,ALS,108,699,80,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
