Intro to Agr & Applied Econ,ALS,108,215,1,87,3.224,"[48.3, 11.5, 12.6, 8.0, 14.9, 1.1, 3.4, None, None, None, None, None, None, None, None]"
Environment&Global Economy,ALS,108,244,1,69,3.331,"[34.8, 30.4, 14.5, 8.7, 8.7, None, 1.4, None, None, None, None, None, None, None, 1.4]"
Independent Study,ALS,108,299,97,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Independent Study,ALS,108,306,1,15,2.923,"[6.7, 13.3, 46.7, None, 20.0, None, None, 6.7, None, None, None, None, None, None, None]"
Independent Study,ALS,108,306,2,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
The Internatl Ag Economy,ALS,108,319,1,14,3.071,"[28.6, 35.7, 7.1, 7.1, 14.3, None, 7.1, None, None, None, None, None, None, None, None]"
Commodity Markets,ALS,108,322,1,61,3.443,"[44.3, 26.2, 18.0, 6.6, None, 4.9, None, None, None, None, None, None, None, None, None]"
World Hunger & Malnutrition,ALS,108,350,1,158,3.316,"[35.4, 29.1, 19.0, 7.6, 5.1, 1.9, 1.9, None, None, None, None, None, None, None, None]"
"Globalizatn, Poverty&Develpmnt",ALS,108,373,1,24,3.239,"[20.8, 12.5, 54.2, 8.3, None, None, None, None, None, None, None, None, 4.2, None, None]"
Special Topics,ALS,108,375,1,20,3.816,"[70.0, 15.0, 10.0, None, None, None, None, 5.0, None, None, None, None, None, None, None]"
Special Topics,ALS,108,399,85,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,399,86,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,ALS,108,399,97,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Latin Amer Economc Develpmt,ALS,108,462,1,12,3.875,"[75.0, 25.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Econ Probs-Developing Areas,ALS,108,474,1,40,3.388,"[40.0, 30.0, 10.0, 7.5, 12.5, None, None, None, None, None, None, None, None, None, None]"
Senior Capstone Experience,ALS,108,500,1,52,3.1,"[23.1, 19.2, 28.8, 11.5, 11.5, None, 1.9, None, None, None, None, None, None, 1.9, None]"
Community Economic Analysis,ALS,108,520,1,6,3.917,"[83.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Natural Resource Economics,ALS,108,531,1,9,3.667,"[55.6, 22.2, 22.2, None, None, None, None, None, None, None, None, None, None, None, None]"
Applied Econometric Anal II,ALS,108,637,1,12,3.571,"[25.0, 16.7, 16.7, None, None, None, None, 8.3, None, None, None, None, 33.3, None, None]"
Fndtns Development Economics,ALS,108,642,1,11,3.818,"[72.7, 18.2, 9.1, None, None, None, None, None, None, None, None, None, None, None, None]"
Fndtns Environ/Resource Econ,ALS,108,643,1,16,3.438,"[31.3, 25.0, 43.8, None, None, None, None, None, None, None, None, None, None, None, None]"
Energy Economics,ALS,108,671,1,22,3.929,"[86.4, 4.5, 4.5, None, None, None, None, 4.5, None, None, None, None, None, None, None]"
Special Problems,ALS,108,699,97,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Development Economics 1,ALS,108,730,1,7,3.643,"[57.1, 28.6, None, 14.3, None, None, None, None, None, None, None, None, None, None, None]"
